term,replacement
subsequent forgetting effect,subsequent_forgetting_effect
subsequent forgetting effects,subsequent_forgetting_effect
phosphatase,phosphatase
phosphatases,phosphatase
CREB factor,CREB_factor
CREB factors,CREB_factor
CREB binding protein,CREB_binding_protein
CREB binding proteins,CREB_binding_protein
CREB protein,CREB_protein
CREB proteins,CREB_protein
cAMP response element-binding factor,cAMP_response_element-binding_factor
cAMP response element-binding factors,cAMP_response_element-binding_factor
WITNESS model,WITNESS_model
WITNESS models,WITNESS_model
holistic processing,holistic_processing
holistic processing,holistic_processing
first-order relational processing,first-order_relational_processing
first-order relational processing,first-order_relational_processing
sensitivity to first-order relations,sensitivity_to_first-order_relations
sensitivities to first-order relations,sensitivity_to_first-order_relations
second-order relational processing,second-order_relational_processing
second-order relational processing,second-order_relational_processing
sensitivity of second-order relations,sensitivity_of_second-order_relations
sensitivities of second-order relations,sensitivity_of_second-order_relations
cognitive offloading,cognitive_offloading
cognitive offloadings,cognitive_offloading
over/under confidence index,over/under_confidence_index
over/under confidence indexes,over/under_confidence_index
O/U index,O/U_index
O/U indexes,O/U_index
O/U measure,O/U_measure
O/U measures,O/U_measure
over confidence/under confidence index,over_confidence/under_confidence_index
over confidence/under confidence index,over_confidence/under_confidence_index
C calibration index,C_calibration_index
C calibration indexes,C_calibration_index
C calibration measure,C_calibration_measure
C calibration measures,C_calibration_measure
C index,C_index
C indexes,C_index
C measure,C_measure
C measures,C_measure
prototype,prototype
prototypes,prototype
retrospective confidence,retrospective_confidence
retrospective confidences,retrospective_confidence
retrospective confidence judgment,retrospective_confidence_judgment
retrospective confidence judgments,retrospective_confidence_judgment
node,node
nodes,node
small-world network,small-world_network
small-world networks,small-world_network
changing distractor effect,changing_distractor_effect
changing distractor effects,changing_distractor_effect
zROC curve,zROC_curve
zROC curves,zROC_curve
z-ROC,z-ROC
z-ROC,z-ROC
zROC function,zROC_function
zROC functions,zROC_function
spontaneous recovery (conditioning),spontaneous_recovery_(conditioning)
spontaneous recoveries (conditioning),spontaneous_recovery_(conditioning)
recoding,recoding
recoding,recoding
item-specific processing,item-specific_processing
item-specific processing,item-specific_processing
relational processing,relational_processing
relational processing,relational_processing
modality tagging,modality_tagging
modality taggings,modality_tagging
note-taking,note-taking
note-takings,note-taking
cristallized intelligence,cristallized_intelligence
cristallized intelligence,cristallized_intelligence
Gc,Gc
Gc,Gc
reconsolidation,reconsolidation
reconsolidations,reconsolidation
synaptic consolidation,synaptic_consolidation
synaptic consolidations,synaptic_consolidation
cellular consolidation,cellular_consolidation
cellular consolidations,cellular_consolidation
postmemory,postmemory
postmemories,postmemory
transactive memory,transactive_memory
transactive memories,transactive_memory
transactive memory system,transactive_memory_system
transactive memory systems,transactive_memory_system
simple reaction time task,simple_reaction_time_task
simple reaction time tasks,simple_reaction_time_task
MINERVA 2,MINERVA_2
MINERVA 2,MINERVA_2
ATHENA model,ATHENA_model
ATHENA models,ATHENA_model
Matrix model,Matrix_model
Matrix models,Matrix_model
SAM model,SAM_model
SAM models,SAM_model
fluency heuristic,fluency_heuristic
fluency heuristics,fluency_heuristic
vanishing cues method,vanishing_cues_method
vanishing cues methods,vanishing_cues_method
spaced retrieval,spaced_retrieval
spaced retrievals,spaced_retrieval
spaced-retrieval intervention,spaced-retrieval_intervention
spaced-retrieval interventions,spaced-retrieval_intervention
cognitive training,cognitive_training
cognitive trainings,cognitive_training
cognitive intervention,cognitive_intervention
cognitive interventions,cognitive_intervention
transcription factor,transcription_factor
transcription factors,transcription_factor
single-process models of recognition memory,single-process_models_of_recognition_memory
single-process models of recognition memory,single-process_models_of_recognition_memory
strength-based mirror effect,strength-based_mirror_effect
strength-based mirror effects,strength-based_mirror_effect
stimulus,stimulus
stimuli,stimulus
unequal-variance signal detection theory,unequal-variance_signal_detection_theory
unequal-variance signal detection theories,unequal-variance_signal_detection_theory
UVSD,UVSD
UVSD,UVSD
UVSDT,UVSDT
UVSDT,UVSDT
equal-variance signal detection theory,equal-variance_signal_detection_theory
equal-variance signal detection theories,equal-variance_signal_detection_theory
EVSD,EVSD
EVSD,EVSD
EVSDT,EVSDT
EVSDT,EVSDT
equal-variance signal detection model,equal-variance_signal_detection_model
equal-variance signal detection models,equal-variance_signal_detection_model
MMFR procedure,MMFR_procedure
MMFR procedures,MMFR_procedure
Modified Modified Free Recall,Modified_Modified_Free_Recall
Modified Modified Free Recall,Modified_Modified_Free_Recall
dual process signal detection model,dual_process_signal_detection_model
dual process signal detection models,dual_process_signal_detection_model
DPSD,DPSD
DPSD,DPSD
DPSDT,DPSDT
DPSDT,DPSDT
dual process signal detection theory,dual_process_signal_detection_theory
dual process signal detection theories,dual_process_signal_detection_theory
neurotrophin,neurotrophin
neurotrophins,neurotrophin
gene,gene
genes,gene
enzyme,enzyme
enzyme,enzyme
Geneva Space Cruiser,Geneva_Space_Cruiser
Geneva Space Cruiser,Geneva_Space_Cruiser
word-fragment completion task,word-fragment_completion_task
word-fragment completion tasks,word-fragment_completion_task
word-stem completion task,word-stem_completion_task
word-stem completion tasks,word-stem_completion_task
perceptual identification task,perceptual_identification_task
perceptual identification tasks,perceptual_identification_task
von Restorff effect,von_Restorff_effect
von Restorff effects,von_Restorff_effect
isolation effect,isolation_effect
isolation effects,isolation_effect
object,object
objects,object
nonsense syllabes,nonsense_syllabes
nonsense syllabes,nonsense_syllabes
haptic memory,haptic_memory
haptic memories,haptic_memory
Actual Week task,Actual_Week_task
Actual Week tasks,Actual_Week_task
autiobiographical think/no-think task,autiobiographical_think/no-think_task
autiobiographical think/no-think tasks,autiobiographical_think/no-think_task
variable ratio schedule of reinforcement,variable_ratio_schedule_of_reinforcement
variable ratio schedules of reinforcement,variable_ratio_schedule_of_reinforcement
variable-ratio schedule,variable-ratio_schedule
variable-ratio schedules,variable-ratio_schedule
ratio schedule of reinforcement,ratio_schedule_of_reinforcement
ratio schedules of reinforcement,ratio_schedule_of_reinforcement
ratio reinforcement schedule,ratio_reinforcement_schedule
ratio reinforcement schedules,ratio_reinforcement_schedule
two-alternatives forced choice procedure,two-alternatives_forced_choice_procedure
two-alternatives forced choice procedures,two-alternatives_forced_choice_procedure
2AFC,2AFC
2AFCS,2AFC
2AFC paradigm,2AFC_paradigm
2AFC paradigms,2AFC_paradigm
two-alternatives forced choice paradigm,two-alternatives_forced_choice_paradigm
two-alternatives forced choice paradigms,two-alternatives_forced_choice_paradigm
two-alternatives forced choice task,two-alternatives_forced_choice_task
two-alternatives forced choice tasks,two-alternatives_forced_choice_task
recognition-induced forgetting,recognition-induced_forgetting
recognition-induced forgettings,recognition-induced_forgetting
socially shared retrieval-induced forgetting,socially_shared_retrieval-induced_forgetting
socially shared retrieval-induced forgettings,socially_shared_retrieval-induced_forgetting
SS-RIF,SS-RIF
SS-RIF,SS-RIF
reference-back paradigm,reference-back_paradigm
reference-back paradigms,reference-back_paradigm
far transfer,far_transfer
far transfers,far_transfer
negative transfer,negative_transfer
negative transfers,negative_transfer
positive transfer,positive_transfer
positive transfers,positive_transfer
near transfer,near_transfer
near transfers,near_transfer
changing-state effect,changing-state_effect
changing-state effects,changing-state_effect
transfer and retroaction surface,transfer_and_retroaction_surface
transfers and retroaction surface,transfer_and_retroaction_surface
continuous schedule of reinforcement,continuous_schedule_of_reinforcement
continuous schedules of reinforcement,continuous_schedule_of_reinforcement
continuous reinforcement schedule,continuous_reinforcement_schedule
continuous reinforcement schedules,continuous_reinforcement_schedule
intermittent schedule of reinforcement,intermittent_schedule_of_reinforcement
intermittent schedules of reinforcement,intermittent_schedule_of_reinforcement
intermittent reinforcement schedule,intermittent_reinforcement_schedule
intermittent reinforcement schedules,intermittent_reinforcement_schedule
partial reinforcement schedule,partial_reinforcement_schedule
partial reinforcement schedules,partial_reinforcement_schedule
partial schedule of reinforcement,partial_schedule_of_reinforcement
partial schedules of reinforcement,partial_schedule_of_reinforcement
interval schedule of reinforcement,interval_schedule_of_reinforcement
interval schedules of reinforcement,interval_schedule_of_reinforcement
interval reinforcement schedule,interval_reinforcement_schedule
interval reinforcement schedules,interval_reinforcement_schedule
variable interval schedule of reinforcement,variable_interval_schedule_of_reinforcement
variable interval schedules of reinforcement,variable_interval_schedule_of_reinforcement
variable interval reinforcement schedule,variable_interval_reinforcement_schedule
variable interval reinforcement schedules,variable_interval_reinforcement_schedule
variable interval schedule,variable_interval_schedule
variable interval schedules,variable_interval_schedule
fixed interval schedule of reinforcement,fixed_interval_schedule_of_reinforcement
fixed interval schedules of reinforcement,fixed_interval_schedule_of_reinforcement
fixed interval reinforcement schedule,fixed_interval_reinforcement_schedule
